6.66;582.8;5.1;0.23;1.18;1.50;2.65;0.029;0.0108;20
6.38;534.6;4.64;0.21;0.98;1.24;2.56;0.028;0.0108;20
6.10;483.1;4.23;0.19;0.81;1.03;2.45;0.027;0.0111;20
5.82;409.6;3.56;0.16;0.58;0.73;2.20;0.023;0.0105;20
5.54;0;0;0;0;0;0;0;0;20
10.55;1084.5;9.84;0.45;4.40;5.57;2.94;0.023;0.0077;21
10.27;1047.6;9.5;0.43;4.10;5.19;2.92;0.023;0.0078;21
10;1007;9.16;0.42;3.81;4.83;2.92;0.024;0.0082;21
9.72;967.8;8.76;0.40;3.49;4.42;2.89;0.024;0.0083;21
9.44;928.7;8.36;0.38;3.18;4.02;2.86;0.024;0.0084;21
9.16;891.2;8.03;0.37;2.93;3.71;2.86;0.025;0.0087;21
8.88;849.6;7.67;0.35;2.67;3.38;2.83;0.026;0.0090;21
8.61;813;7.34;0.33;2.45;3.10;2.79;0.025;0.0091;21
8.33;775.6;6.97;0.32;2.21;2.80;2.77;0.026;0.0093;21
8.05;730.6;6.53;0.30;1.94;2.45;2.75;0.027;0.0097;21
7.77;697.1;6.29;0.29;1.80;2.28;2.71;0.027;0.0101;21
7.5;661.3;5.9;0.27;1.58;2.00;2.66;0.026;0.0099;21
7.22;617.9;5.5;0.25;1.38;1.74;2.53;0.024;0.0096;21
6.97;573.6;5.07;0.23;1.17;1.48;2.47;0.024;0.0097;21
6.66;534.3;4.75;0.22;1.03;1.30;2.39;0.024;0.0099;21
6.38;490.3;4.32;0.20;0.85;1.07;2.29;0.022;0.0097;21
6.10;436.6;3.8;0.17;0.66;0.83;2.17;0.021;0.0095;21
5.82;371.1;3.2;0.15;0.47;0.59;1.96;0.018;0.0090;21
5.54;0;0;0;0;0;0;0;0;21
10.55;1014.3;9.21;0.42;3.86;4.88;2.72;0.019;0.0070;22
10.27;975.9;8.82;0.40;3.54;4.48;2.69;0.019;0.0071;22
10;939.9;8.59;0.39;3.35;4.25;2.69;0.020;0.0075;22
9.72;904.6;8.18;0.37;3.04;3.85;2.68;0.020;0.0076;22
9.44;868.8;7.86;0.36;2.81;3.55;2.64;0.020;0.0077;22
9.16;831.7;7.5;0.34;2.56;3.24;2.63;0.021;0.0079;22
8.88;795.9;7.15;0.33;2.32;2.94;2.61;0.021;0.0081;22
8.61;761.4;6.79;0.31;2.10;2.65;2.59;0.021;0.0082;22
8.33;723.4;6.51;0.30;1.93;2.44;2.54;0.021;0.0085;22
8.05;684.7;6.04;0.27;1.66;2.10;2.54;0.022;0.0086;22
7.77;651;5.78;0.26;1.52;1.92;2.47;0.021;0.0086;22
7.5;617.4;5.48;0.25;1.37;1.73;2.44;0.022;0.0089;22
7.22;579.6;5.11;0.23;1.19;1.50;2.39;0.021;0.0090;22
6.97;539.1;4.73;0.22;1.02;1.29;2.33;0.021;0.0091;22
6.66;499;4.34;0.20;0.86;1.08;2.25;0.020;0.0090;22
6.38;460.1;3.94;0.18;0.71;0.89;2.18;0.019;0.0089;22
6.10;412.7;3.48;0.16;0.55;0.70;2.05;0.017;0.0084;22
5.82;353.2;2.91;0.13;0.38;0.49;1.91;0.016;0.0082;22
5.54;68.2;0.63;0.03;0.02;0.02;0.39;0.001;0.0023;22
5.26;65.6;0.6;0.03;0.02;0.02;0.41;0.001;0.0024;22
4.98;38.1;0.46;0.02;0.01;0.01;0.25;0.001;0.0028;22
4.7;0;0;0;0;0;0;0;0;22
10.55;945.57;8.65;0.39;3.40;4.31;2.53;0.017;0.0066;23
10.27;910.33;8.31;0.38;3.14;3.97;2.54;0.017;0.0069;23
10;877.58;7.97;0.36;2.89;3.65;2.48;0.017;0.0068;23
9.72;845.48;7.67;0.35;2.67;3.38;2.49;0.018;0.0071;23
9.44;810.4;7.33;0.33;2.44;3.09;2.48;0.018;0.0073;23
9.16;778.4;7.07;0.32;2.27;2.88;2.45;0.018;0.0074;23
8.88;741.31;6.78;0.31;2.09;2.64;2.42;0.019;0.0077;23
8.61;710.73;6.43;0.29;1.88;2.38;2.40;0.019;0.0078;23
8.33;678.52;6.01;0.27;1.64;2.08;2.39;0.018;0.0077;23
8.05;637.79;5.63;0.26;1.44;1.82;2.37;0.019;0.0080;23
7.77;611.2;5.39;0.25;1.32;1.67;2.34;0.019;0.0081;23
7.5;576.12;5.06;0.23;1.16;1.47;2.27;0.018;0.0081;23
7.22;535.32;4.73;0.22;1.02;1.29;2.19;0.018;0.0082;23
6.97;500.58;4.39;0.20;0.88;1.11;2.13;0.017;0.0082;23
6.66;462.89;4;0.18;0.73;0.92;2.07;0.017;0.0081;23
6.38;423.94;3.66;0.17;0.61;0.77;2.00;0.016;0.0082;23
6.10;374.53;3.23;0.15;0.47;0.60;1.88;0.016;0.0082;23
5.82;117.18;0.98;0.04;0.04;0.06;0.63;0.002;0.0028;23
5.54;100.1;0.85;0.04;0.03;0.04;0.57;0.002;0.0028;23
5.26;71.11;0.58;0.03;0.02;0.02;0.43;0.001;0.0021;23
4.98;53.47;0.5;0.02;0.01;0.01;0.35;0.001;0.0023;23
4.7;0;0;0;0;0;0;0;0;23
10.55;868.22;7.87;0.36;2.82;3.56;2.34;0.014;0.0061;24
10.27;838.45;7.52;0.34;2.57;3.25;2.33;0.014;0.0061;24
10;807.58;7.27;0.33;2.40;3.04;2.31;0.014;0.0063;24
9.72;777.78;7.01;0.32;2.23;2.83;2.29;0.015;0.0064;24
9.44;745.36;6.7;0.30;2.04;2.58;2.31;0.016;0.0068;24
9.16;714.35;6.43;0.29;1.88;2.38;2.26;0.015;0.0068;24
8.88;685.6;6.19;0.28;1.74;2.20;2.23;0.015;0.0069;24
8.61;653.08;5.89;0.27;1.58;2.00;2.24;0.016;0.0073;24
8.33;623.46;5.6;0.25;1.43;1.80;2.21;0.016;0.0074;24
8.05;590.49;5.25;0.24;1.25;1.59;2.20;0.017;0.0076;24
7.77;562.42;5.02;0.23;1.15;1.45;2.17;0.017;0.0078;24
7.5;530.69;4.79;0.22;1.04;1.32;2.12;0.017;0.0080;24
7.22;498.57;4.45;0.20;0.90;1.14;2.07;0.017;0.0080;24
6.97;466.05;4.07;0.19;0.75;0.95;2.03;0.016;0.0079;24
6.66;431.11;3.7;0.17;0.62;0.79;1.95;0.015;0.0076;24
6.38;393.04;3.41;0.16;0.53;0.67;1.87;0.015;0.0078;24
6.10;349.89;3.01;0.14;0.41;0.52;1.74;0.013;0.0075;24
5.82;163.32;1.28;0.06;0.07;0.09;0.87;0.003;0.0033;24
5.54;102.85;0.82;0.04;0.03;0.04;0.59;0.002;0.0025;24
5.26;71.82;0.63;0.03;0.02;0.02;0.44;0.001;0.0024;24
4.98;56.15;0.54;0.02;0.01;0.02;0.36;0.001;0.0026;24
4.7;23.93;0.41;0.02;0.01;0.01;0.17;0.001;0.0041;24
4.42;0;0;0;0;0;0;0;0;24
10.55;811.76;7.27;0.33;2.40;3.04;2.18;0.0120;0.00551;25
10.27;782.87;6.93;0.32;2.18;2.76;2.20;0.0125;0.00569;25
10;752.76;6.78;0.31;2.09;2.64;2.17;0.0129;0.00595;25
9.72;724.04;6.55;0.30;1.95;2.47;2.15;0.0132;0.00613;25
9.44;694.29;6.24;0.28;1.77;2.24;2.14;0.0133;0.00621;25
9.16;669.79;5.96;0.27;1.61;2.04;2.12;0.0132;0.00622;25
8.88;639.91;5.68;0.26;1.47;1.86;2.12;0.0138;0.00649;25
8.61;611.5;5.42;0.25;1.34;1.69;2.09;0.0137;0.00657;25
8.33;580.97;5.17;0.24;1.21;1.54;2.07;0.0142;0.00685;25
8.05;552.47;4.77;0.22;1.03;1.31;2.09;0.0145;0.00692;25
7.77;526.64;4.62;0.21;0.97;1.23;2.02;0.0142;0.00700;25
7.5;498.95;4.3;0.20;0.84;1.06;2.02;0.0143;0.00708;25
7.22;468.19;3.99;0.18;0.72;0.92;1.94;0.0133;0.00684;25
6.97;434.01;3.74;0.17;0.64;0.80;1.89;0.0135;0.00715;25
6.66;402.59;3.45;0.16;0.54;0.68;1.85;0.0134;0.00728;25
6.38;367.57;3.12;0.14;0.44;0.56;1.77;0.0127;0.00716;25
6.10;324.5;2.74;0.12;0.34;0.43;1.64;0.0113;0.00688;25
5.82;250.97;2.09;0.10;0.20;0.25;1.35;0.0080;0.00589;25
5.54;124.83;1.04;0.05;0.05;0.06;0.71;0.0023;0.00328;25
5.26;94.46;0.76;0.03;0.03;0.03;0.58;0.0015;0.00268;25
4.98;64.03;0.56;0.03;0.01;0.02;0.42;0.0010;0.00248;25
4.7;40.62;0.46;0.02;0.01;0.01;0.29;0.0009;0.00303;25
4.42;0;0;0;0;0;0;0;0;25
